id,text,label
119,"This is the perfect size to cut my standard poodles hair. It is not too short and leaves enough hair so the sun will not burn her. I live in Florida.. I used it 2 times and it works fine. I tried the attachment type , but that did not work thy would fall off or get stuck",cats
120,I really like these collars for my bullmastiffs. They are soft and don't have any nylon threads sticking out to irritate my dogs neck like the ones in the chain mega pet stores. I plan to buy more of these when the puppy grows or they wear out. So far they are holding up very well.,dogs
121,my cats had a allot of fun with these items for christmas. they enjoyed playing with the items it provides hours of fun,cats
122,My dog's bad breath went away...but as for long term health effects I have no idea whether positive or negative. My dog likes them and they've been recommended to me by everyone around. Amazon tends to beat the box xstores by 5-7$ a box.,dogs
123,This is just what I was looking for. I just wish it held more of the hair in the brush instead of me having to pull it off my cat after it loosen it. It does a great job of grabbing and loosening shedding hair though.,cats
124,I am so glad I bought this leash its gonna be great for the 4th of July,dogs
125,"i have an 8mth old Great Pyrenees...she is about 90 lbs and still growing... Very strong minded dog and likes to wander and track coyote and deer trails so decided to purchase the petsafe wireless system. have had it now for 3 days and she doesn't want to leave the yard, even when our other large breed dog is out in the pasture with the horses she sits by the gate and waits for him to come back... i think her days of wandering over to the neighbors are done. works great and i highly reccomend this for other pet owners with wandering pets... i was skeptical as to how it would work with an ex-large breed. It only took 2 days about 20 min/day and she stays in the yard... this system has given her the freedom and me the peace of mind that she will be safe and also keep her from the road. Thank you Petsafe for a Great Product!!",dogs
126,"Small and only good for one pet really, unless you want to fill the reservoir every other day. Virtually silent.",cats
127,"I am going to make this short and sweet, since there are MANY good reviews and just a few very bad reviews. What to believe heh?Here is the scoop (or 'roll' I should say). This product does what it says, and I have owned those automatic cat boxes for years. This is cleaner and easier to use. You may wonder about that since it is technically not &#34;automatic&#34;. But it is SO much better that the automatic cat boxes AND LESS EXPENSIVE. My automatic cat box broke, so I bought this instead and I am glad I did. I will NEVER go back to the automatic cat boxes again!Now I have noticed a few people complaining that it either falls apart or the sand comes out when rolling or that the slide hooks (that hold the top portion to the bottom) don't fit, work or come apart. I have to agree that the hooks could be engineered a bit tougher or better, but that being said it is STILL a great produce. I have NO problem with sand coming out when I roll it, and I am a bit confused on how that would even happen (IF) done correctly.Every time I go to &#34;roll&#34; my cat box I just look at the connecting hooks to make sure they are secure. If I notice they are a bit to loose I re-secure them before rolling. Simple as that. Ultimately, I may drill a few holes into the top and bottom lid lip (where they meet) and just simply zip tie them together. But for now that is not something I need to do. BUT EVEN IF I wind up doing that I will still be purchasing two more of these cat boxes. (I own 3 very large cats)So even with a few minor imperfections I would STILL highly recommend this product! Just check to make sure everything is still secure before rolling if you are worried about it coming apart. (Which it never has happened to me.)",cats
128,This is the best carbon so far that I've found. I've tried cheaper ones but like they say. You get what you pay for.,fish aquatic pets
129,"I'm a fan of Feliway and was thrilled to see such a great value. It arrived very quickly. The individual boxes were a bit banged up, but the product was undamaged. Great value!",cats
130,"OH NOOOOOOOO! That's all I have to say for my dog to run around frantically to locate his Mr. Bill toy. His toys normally last 30 minutes, but his last Mr. Bill lasted him a few weeks. I think it's because he actually cared about the doll! It's a riot for my family...we yell ""OH NOOO"" in unison, and it throws my dog into a frenzy. Best toy I have ever bought for him, and I plan on continuing to invest in them until I can't find them anymore.",dogs
131,We have an eight pound chihuahua/dachshund and he is very comfortable in this seat. He has a Puppia harness and this attaches very simply to the supplied seatbelt strap.,dogs
132,I got a bit frustrated when I was trying to install it on my aquarium. That means I tried everything to get it on the hose. If only they made it with a 1/2 inch option all would be well. Thankfully I had one that's rated for a smaller aquarium than the one I have. That let me attach it to the tubing that came with my filter.,fish aquatic pets
133,"Some days this product is no better than a regular litter pan. On other days, it is worse. It ""scoops"" about 10 minutes after the cat leaves the box. This is not enough time for the clumping litter to completely dry - the result is that the waste is mashed around and not removed. We ended up turning it off and manually running it a couple times a day. This is better, but still requires hand scooping. Not much benefit in this - then it is much more messy than the covered box we were using before. I wasted my money.",cats
134,"The purpose of this opinion is to share the fact that this product does seem to lessen the hostilities between two of my felines that have an extreme dislike for each other. As far as decreasing the amount of ""marking their territory"", that is mainly off and on so not sure this product helps in that area. Overall, I will continue to use it with the hopes that my fellas will get along one day.",cats
135,"I've been using Frontline Plus for my dogs for several years. If there is a better product for the prevention of fleas, ticks, heartworm, I don't know of it.",dogs
136,I had previously ordered the pictured product a year ago. I decided to order 4 extras. What I received is smaller than the original ones. Amazon is replacing 12 oz with 10 oz bowls!!! ripped off,dogs
137,I got these for my collie mix because she always puts her head out the window and I was concerned about her getting dust and debris in her eyes. They stay on great and she got used to them very quickly. I highly recommend them.,dogs
138,The Shed Stop makes a big difference in my dogs' coat. They look healthier and shinier and shed less. It's a great product.,dogs
139,I will be looking into returning this item.. It claims to be leather but it is more like a leather soul of a shoe as it is so stiff and coarse.It cant be comfortable for my dog to wear. Doesnt even smell like leather and for the price I expected better.. I have a black LEATHER collar for my other dog and this doesnt even come close to the same quality and it cost me the same minus the shipping and has the spikes and everything..Looks just like this one but black and BETTER QUALITY.. Only thing I will give a star for is fast shipment of product.. I will never buy another collar from this company.. Sometimes you get what you pay for and in this case I got robbed!!,dogs
140,"My Doberman just loves this toy. Soft on the teeth and easy for her to carry around at the park. I don't use tennis balls because of the glue, so this is perfect! Will be getting a smaller one for my Pomeranians",dogs
141,"I have a rescued greyhound and he was doing great on Canidae until we got our last order just last month. Now he's a mess digestively. I'm on an email discussion group for greyhounds and have seen lots of complaints as well as confirmation that the formula has changed. Definitely not working for my dog anymore. Also be aware that these used to be 40 lb. bags for the same price they now sell a 35 lb. bag for. I know everyone's hurting financially, but I think in this case the dogs got sold down the river for a few bucks. Disappointing.",cats
142,My bernese mountain dog loves this toy but literally had broken through it and was eating the plastic within minutes. It was a gift from a friend whose lab has had this toy for months and hasn't gotten through it but I guess my pup has a strong jaw?? We can't let him play with it without hovering over him because we don't want him swallowing the pieces. It pretty much sits in our closet now.,dogs
143,"This collar is effective in controlling your dog's barking. However, the collar's buckle isn't sturdy enough and it falls off (at least off my labrador). This allowed him to destroy the collar, so I had ""barking relief"" for a little over a week.",dogs
144,"I bought this several months ago for a 50 gallon tank I had (I have since upsized and sold this). It worked very well for what it was. This isn't a big sump (maybe 10 gallon capacity at most), but it was well worth it for what it was. The cool thing was the build in foam fractionator. It really cleared a lot of the gunk out of the water and it was nice to not have to buy a separate one. Word to the wise, though, buy the model with the built in skimmer - these sumps are way too small to put another one in unless you get a hang on type.",fish aquatic pets
145,"I purchased this item in good faith.My dog tore it up the first night that it was used.Needless to say we had to bring himm inside,so I really don't knowif it works good.It is supposed to be strong.",dogs
146,My husband purchased one of these at pet supply store. I use it on our two small dogs and two kittens. I was very impressed with the amount of loose fur it helped me remove from our pets. There was a LOT of pet hair that ended up in the waste basket the first day of use. The next day there was only half so much. Daily usage of this tool on my pets will help keep them looking healthier and feeling better. I am very pleased with this product.,cats
147,"I've seen this collar on dogs in my neighborhood and I thought it's a muzzle. Fortunately, I met an owner of a dog with this collar and I asked him what it is for. I have a 2-year old very feisty German Shepherd and walking her is getting to be a problem. She behaves when it's just us, but as soon as she sees a dog or any other animal she goes berserk. She would act like I was invisible. She's actually very friendly and she does that because she wants to say hi to the dog or person. Dog-lovers understand that it's her puppy energy, but most people get scared and write her off as a bad, ill-mannered dog.I read the instructions before putting the collar on her and as expected, she bucked like a horse in the first 10 minutes. I then took her outside our yard to distract her and eventually she calmed down and walked by my side! I didn't even have to use treats! She's so used to walking way ahead of me for a long time so sometimes she would try that, but I would keep my hand firmly at my side and when she feels the tension on the leash, she would slow down again. I never had to tug at the leash except when she's sniffing something on the ground and wouldn't respond to ""come."" I've been using the collar on her for 2 days now and I'm happy to say that she's become so much easier to walk.What I have to work on next is having her sit or stay when we encounter a dog or a person she knows. As soon as she sees another dog, she would pull. When she does that, she would feel the collar on her face so she would buck like an untamed horse. When this happens, I would push her butt down to sit and try to calm her down.My husband and I are very happy with this product. We never thought we would be able to make her walk by our side. Before buying this, I read the comparison review on the different halter collars and I'm happy I went with this one. It fits my dog's head well and the nose loop doesn't chafe her snout like some complaints I read. I think the fitting is crucial. If the collar is loose around the back of the neck, then the nose loop would move around and rub on the dog's face. The next time I get a puppy, I will train it as early as possible with this collar.",dogs
148,"I'm not normally one to buy clothes for my dog, but this was an excellent purchase! The fur on my dog's back and sides started thinning and falling out inexplicably this winter. I needed something to keep him warm during the Chicago winter while I treat the hair loss.The coat is very well made with a nice soft fleece lining. What I like best are the straps! My dog hates coats that go on over his head. But instead of a hole for his head to fit through, this coat has straps that you wrap around the dog's neck. It's like laying a blanket over his back. The straps fasten easily and securely with velcro. It's easy to adjust, so my dog never feels choked or confined by the coat. Same with the straps that fasten around his chest / belly. He's a pit bull mix and has a rather thick neck and chest. The straps are long enough to reach around him and hold the coat securely in place without being confining.We've gone for 30-minute walks in single-digit temps, and his skin is still nice and warm underneath the coat when we got back. Couldn't be happier about that!My dog is about 26&#34; long from the base of his neck to the base of his tail and weighs 86 lbs (yes, he's about 10 lbs overweight, and the coat still accommodates his pudge). The XL comes to within an inch of the base of his tail.As much as I love this coat, I wish it came in a more waterproof version as well. But this coat gets 5 stars for cuteness and functionality.",dogs
149,"My cats do not like it. But I know other cats that are eager for a piece. It is all a matter of taste. However, the vet told me they are the best for teeth tartar removal and I would recommend them to a cat that has teeth problems. Nevertheless, I heard it caused cat choaks in the past (probably because the cats did not chew the pieces), so be cautious when offering them to your animal.",cats
150,"So besides that may cat (who loves drinking out of the bathroom sink) wouldn't drink out of it, it leaked. At first I thought I had too much water in it, because if you don;t have enough it makes a terrible noise. But turns out it just plain leaks.",cats
151,I read tons and tons of reviews of this product and decided to take a chance on it. Well that chance did not pay off. Even in combination with the spray model my cat continued to spray everywhere. If anyone else has ideas for something that does work i would really appreciate it.,cats
152,"Good build quality, works well. We were having other work done, so we asked our contractor to install it, but he said it was very easy.The dog was unsure about it for a couple of days (the double flap idea was new to him), but he got used to it and we have no problems.",dogs
153,I have some shrimp and guppies sharing a tank with with a pair of algae eaters and used this stuff at start up. Looks great and every thing went well with &#34;tank cycle&#34;. I'd buy it again,fish aquatic pets
154,"Not as well made as Rufus and Coco leash , however, they will do they job, but not as well made. When comparing the Rufus and CoCo the material used is not as durable, but then again, they are less expensive than the Rufus and Coco leash bags. You get what you pay for.",dogs
155,"Quick shipping, great product and great price. Loved how the crate came with a divider so our puppy could grow with the cage. We take this crate with us when traveling because its simple to colapse down and carry with the two detachable handles.",dogs
156,I purchased this gate thinking my really young kittens wouldn't get over it so easily to get them use to the new house though of course being kittens this simple gate won't stop from going over. So of course this gate didn't really serve the purpose I had in mind for it. Though with that being said I still think this gate is a great gate for animal owners as it really is a sturdy gate that isn't easily going to be toppled over with a nudge or light push. If you own a dog and cat this will give the cat easy access to all rooms in the house while making sure the dog doesn't go into other areas or as well as keeping young babies/small children from accessing parts of the house as well.The door latch is really easy to use and with plenty of &#34;walk-Thru&#34; room to go through the gate and close behind you with an easy snap. This is a really good gate to have and HIGHLY recommend it for those that have a need for a gate in their house.,dogs
157,Worked for our lab retriever mix who liked to go out and bark just to see if he'd get any answer from the neighbor dogs. Used it everytime he went out for the first 4-5 days. He'd bark once and that was it. Now we use it off and on but he has stopped barking so I think he really doesn't need it anymore. I highly recommend this product.,dogs
158,This product was deliver in a timely manner and it was much cheaper than buying it in the pet store in my area. Was very happy with the whole experience.,dogs
159,"i just recieved this product today, i set it up (simple) and it doesn't seem to bother my fish(large oscar, and algea eater) i have a 55 gallon tank and it fits good did not have to move any of my lids or lights or filter so for the money i would say this is a great product. but i did put pebbles on the bottom of it to make the bottom sturdy.",fish aquatic pets
160,"The padding is basically non existent. I can easily pinch the bottom padding and feel my fingertips. The padding is about half an inch thick, maybe less. It says that it keeps dogs cool in the summer, but I dont see how fleece or synthetic sheepskin could do that. My dogs lay on the hardwood floor because its cooler. Also, it comes in a huge cardboard box that could fit a midget inside. When you open it, its about 15 square feet of paper, and 5 cubic feet of empty space.",dogs
161,"My dog is an American Bull Dog. She is pink skinned with white fur and she has Blue eyes. She is very sensitive to food such as chicken, pork, etc which is in all dog food products. She would vomit and have diarrhea daily. Her skin would produce a very strong odor which was diagnosed as a yeast infection on the top skin. She can only eat oatmeal and salmon, made by GO!. The heat, and regular dog food affected her skin with hives, shedding to the point of bald spots. This shampoo is excellent for all dogs, it doesn't matter if they have allergies or not. Hives, infection, balding, yeast infection, allergy reaction from something they ate including animal poop this product will heal the skin and alleviate itching. VERY GOOD. I bathe my dog in this product weekly and sometimes twice/week without any side effects to the skin. She is relaxed and her skin and coat is bright and clean. This product keeps your dogs skin and fur odor free for up to 5 days even in the hot weather. I highly recommend this shampoo for your dog whether he/she is pink skinned or not. I have been bathing my dog with this since I got her when she was 4 months old. She is now 2 years old (human years). Check out the one for CATS!",cats
162,"I got the Air Kong Squeaker Dog Bone for my yellow Labrador retriever, Daisy, about eight months ago. She loved the squeak, which is (was) very pleasant and not loud and annoying like some of her other squeaky toys. We play fetch a lot and she enjoys running after it and bringing it back to us. She's a chewer and it didn't take long for her to start chewing on this toy. For a while I thought it was going to survive her teeth, but alas, after a few weeks she had made it through the fabric and into the rubber. It didn't take long before the squeaker was gone (she missed that and tried for the longest time to make it squeak again) and then the bone shape started shrinking as she chewed off the rubber in pieces.We still have what's left of the toy and we still play fetch with it some, but mostly Daisy just likes to chew it and pull off more rubber. (She doesn't swallow it.) The bone is about half its original size now, but I don't really mind. In fact, I'll be buying her another one in the near future. A ten dollar investment for her to chew on for many months isn't so bad when you look at how many shoes and other things she hasn't chewed and how much she's enjoyed it!",dogs
163,"This product appeared to work well, and was recommended to me by a dog training professional. I can understand and see where this product would work but it did not have any effect on my dog. He gets very anxious and excited and incessantly barks at the neighbors dogs. I got this product to try and prevent this from happening since he will not stop for hours. This product did not even slow my dog down from barking. In the beginning when I filled the collar he did not like it and acted kind of shy, but once he was used to the smell it had no effect. When he would bark and the collar sprayed him he would on shake his head, maybe sneeze and start coughing. All the while he continued to bark at the neighbors dog. After just a few days of use I have had to stop using this collar because my dog was coughing all the time, sneezing constantly and I was afraid it was going to start harming him. I will have to try another route for his anxiety and barking. For dogs that are not overly anxious this would be a great product. I think personally I need to upgrade to the collar with a remote and try to train him before being sprayed that the remote beep means stop. This might have better luck.",dogs
164,"I had always wanted one of these. My sister had one way back when and my mother warned me it was a piece of crap, but when I became pregnant, I decided what the heck. I bought it. The rake gets caught and sometimes poo will become airborne. I had to clean it once, got the gloves and mask on (pregnant) due to my husband being out at sea. Well, apparently he isnt as thourough as I am because when I moved the unit, there was a big pile of the littermaid special 10.00 a small bag litter at the bottom of my carpet. I had to go out and buy a carpet cleaner to clean up the mess. Not only that, but my cat misses the litterbox quite frequently much to my dismay, and has a facination with the poop receptical. Not worth the money, time, or effort.",cats
165,"This cage was purchased for our Male canary. It took some time for the cage to arrive but when it did, the box was ripped and when my daughter and wife removed the cage from the box, all the wire panels were bent. Plastic wire ties had to be used to keep the wire panels together after assembly. As my wife hung the cage up, the plastic tray slid right out onto the floor spilling all its contents. The tray will not support any type of bottom bedding and even slides out with 3 layers of newspaper. I do not recommend this cage at all and am sorry to have waisted my money on it.",birds
166,"I bought this for Best Friends Animal Society as a gift for the dogs they have at the shelter, my dog likes them so I hope theirs do too",dogs
167,"My dog licks and chews himself less. However, as soon as we go outside for a walk and come back in he is back at it! We spray his paws ASAP!",dogs
168,"Works excellent when it comes to testing my water level. I highly recommend it! Quality is really good also, and it provides me with enough tests!",fish aquatic pets
169,"Plenty of leash, the retractor works great, very ergonamic and not one thing bad to say about this product. I would buy another if needed.",dogs
170,"The Stay Well pet door and collar system works great!We have 5 cats, one of which needs to stay outside. Also have stray cats and raccoons that need to stay outside. This is the only system that I have found that works this well!!",dogs
171,"I have a 10 year old Collie/Shepard Mix that I have never been able to walk. He gets his exercise running playing fetch in the yard. A friend recommended this to me and it has opened a whole new world of walks for my dog and myself. Its easy to use (but you MUST do it right, be sure to get the DVD) and the dog isn't harmed. Absolutely great.",dogs
172,"I got this for my new puppy and she loved it right away. When she wasn't using it she would carry it around as it was ""hers"". unfortunately she eventually destroyed it as she is destructive with all her plush items. After 3 other Golden Retrievers, this is the first dog that destroys her toys. It it weren't for that, it was a great item for a new puppy away from her mom.",dogs
173,"I always read and appreciate reviews before I purchase a product but this one had mixed points of view. I purchased the items and immediately tried them out of the box. I have a dyson so I really didn't expect to find too many hairs after running it, but I found it worked very well on pulling up the hairs that seem to weave themselves around the carpet fibers. We have a jack russell with short spiney hair and we also have a bernese mountain dog and a golden retriever .... this product did make it easier to remove hair from the furniture and the floor. ALSO, I did one section of the inside walls of our pool and loved it!! Later today, I'll use the rubber brush for the outdoor furniture and I expect good results. For under $20 I thought this was a great buy and I'm still thinking of other uses for both products.",cats
174,"I was not a believer in DAP collars, but I have now seen them make a difference in some dogs. I use them at our Shelter for stressed or shy dogs and for some, I actually see a difference. They are expensive, but worth the cost in my opinion.",dogs
175,Our ball stopped working on day 1. I'd return it but it's not worth the hassle given the small dollar amount. Needless to say I am annoyed. I think it should have survived a 3 ft drop onto the floor. It still works on the rare occasion which indicates shoddy soldering. I'd open it up and try to fix it but I suspect my frustration level in opening/closing the ball would skyrocket. Simply not worth the trouble. They get a second star for amusing my kids while it worked. The cats didn't even get the opportunity to test drive it.,cats
176,"I like this Crate, it's the perfect size for my little chihuahua, although he isn't a huge fan of it yet... we just need to get him used to it. The shipping was fast it arrived right on schedule, the only problem is it didn't come with instructions for assembly... assembly wasn't too hard, but i was confused a bit. Overall it's a good little crate for small pets.",dogs
177,I was excited about this product as my 12 pound Papillon gets bored with most dog toys. It took him about 5 minutes to remove the arm and back leg of the turtle. He figured out how to get the eggs out in another 5 minutes and had them destroyed about 10 minutes later (all three of them). I just wasted $10+ and postage.,dogs
178,The dogs love them and had no problem digesting them as warned about in other ratings. They do not last as long as leather rawhides but I think they are much better for them.,dogs
179,"I have a Saint Bernard puppy that gets completely filthy between dunking herself in her water bucket or playing with toys and running around the backyard like it is a race track. She has alot of white on her and this shampoo, when diluted works very well to make her white bright again.",cats
180,I was a little leery of ordering this as sometimes when you order something purple it comes blue. This is a beautiful purple bed and by dear sweet FiFi (Yorkie) love it. Thanks you so much. I would buy a bigger one for Buster (boxer mix) but he likes to eat beds.,cats
181,I prefer dog litter to pee pads. This product works great for my pup & I love that it is more economical & not as environmmentally wasteful as pee pads. It absorbs odors extremely well & I only need to clean & replace the litter once every 7 -10 days!,dogs
182,"Good product, it came fast. Like 2 daysMy hamster loves it! He chooses it over his ball. Also, its a nice size for my Syrian hamster. It did squeak when i first got it but i just rubbed some vegetable oil on it and it was silent as a mouse. So i do recommend this product.",small animals
183,"I bought this for my dog who is 14 years old, has low thyroid and is on thyroid medicine 2 x daily. I live at about 2500 ft in the foothills of CA and it gets a bit nippy at night. While the dog doesn't sleep on the heating pad in his bed all the time, he quickly learned that when he gets cold he could get up into the bed and warm up. It is perfect because it allows him to regulate his own heat, and I do not find him shivering.One reviewer said they had to replace it every year, and if I do, I will still consider it well worth the money to keep my older gentleman warm and comfortable.Update",dogs
184,"Was skeptical of this product after viewing the product demo on the television at my vet's office but, since my vet highly recommended it, I decided to give it a try. We own an Alaskan Malamute. If you know anything about the breed, you'll know that they have a thick double coat of hair, hair and more hair! LOL In the past, using other brushes, we could brush and brush and brush and still not come near getting all the loose hair out. The Furminator, however, seemed to get most all of the loose hair off in just a few swipes of the brush. We were really impressed and would definately recommend this brush to anyone else who has a double-coated breed.",cats
185,"I have a maltipoo and she loves sitting on the top next to the window. The steps are too small and close together though, so she won't use them. Also, she's afraid of going inside for some reason. The top is the perfect height for the window though and she loves it.",dogs
186,"This is the greatest invention of mankind! LOL! I exaggerate but this is still a SPECTACULAR device! The ONLY thing I would change is how long it waits to rake the litter... I think it should be 20 min's, not 10 to give the litter more time to 'dry' in to a solid, unbreakable clump.I moved recently and I used the wrong AC Adapter, which unfortunately fried my machine... (They looked almost identical) so this was my own fault.The ""Ramp"" was great for my 21 year old cat but the `kitten' loves it just as much.The original sealable containers that came with the unit were heavy and I would dump them out and put them right back in... But LitterMaid figured this out and has cut the thickness of their replacement containers in half so if you even LOOK at them too hard, they will crack. Don't expect to get more than 2 uses out of the replacement containers. (I'm looking in to a permanent replacement but haven't found one yet...)I need to wait until next month to spend the $100.00+ on a new LitterMaid Automatic Cat Box but the expenditure will be worth it to never have to actually scoop cat litter ever again.",cats
187,"We have two Maine coon cats (BIG) and they love this. They really go at this, and it has never tipped over. It's pricy, but well worth it. We got it over a year ago, and it's still in great shape.",cats
188,I have dealt with other laser toys but this one is the &#34;TOPS&#34;. They recognize the mouse when I go to reach for it and the beam makes them go crazzzzy! Solid red dot that can't be missed. Best one I've ever used!,cats
189,"My aunt tried everything to get rid of those pesky fleas. Her poor cats really needed it. I helped her use it, and now the cat every times he sees me , he would jump on my lap. Even though he did not like me at first. I guess that is his way of saying thank you. It is so cute, it touches my heart. So, yes, I recommend using this.",cats
190,my cat would not drink from a regular bowl and she just loves to drink from the fountain it keeps the water fresh and cleen,cats
191,"In the picture, it looks great. The wire top with access is great to soothe a possibly stressed out animal. When I got it in the mail, I could have sworn i was missing a piece of plastic along the edge. The top and bottom didn't seem to close right. And the slide knobs used to open and close the kennel did not glide smoothly across. I had to force. In concept, this would have been a perfect carrier for my rabbit. But i found it to be cheaply made with thin plastic and plastic knobs that don't even slide smoothly because the mold of the kennel is so poorly made.",dogs
192,"I purchased this item mid January 2012. Its mid July now 2012 & the teddy has lasted so far with no issues. This is my dogs absolute favorite toy & she plays with it daily. It can be her chew buddy for hours on end & the squeaky noise just thrills her to no end. She has several other toys but this one is her first love. I was about to purchase another one right now as backup for when this one goes out, when I realized that I had not reviewed this & given it the credit it deserves. 5 STARS all day long.",dogs
193,I love the quality of service and products available at great prices. I couldn't be happier.,dogs
194,"All in all this is an excellent product.I've only been using it for a short time but not only are my cats trimmer, but they also seem noticeably more energetic. I've also noticed that the shedding is getter quite a bit better, which is wonderful! When you own two cats, the cat hair problem can get a little bad.It did take them a few days to get used to the food. This is probably because just like my kids they prefer junk food!But if you take it slow and mix the old food with the new for a while, they will adjust without having an upset stomach and getting to upset about the dietary change. And even though it's a little more expensive than the Purina that I was previously feeding them all of the benefits in my opinion outweigh the cost.",cats
195,"These are some nice heavy duty clips! They do a great job at cutting his thick nails, when he lets me! Lol!",dogs
196,"We have a crazy cat who suddenly decided to start peeing on the couch because we didn't let her out when she wanted to go out one day... Anyways, there was no good way to get out the smell (I could wash the cover, but not the foam inside) so I decided to buy this based on the positive reviews.It worked wonderfully. I sprayed the cover and let it sit before washing it (I washed it because I figured a double dose of cleaning couldn't hurt!), then soaked the foam in spray. After the spray dried there was no hint of cat pee smell. (The microsuede cover didn't have any discoloring or staining from the spray either.) There was also a fleece sweatshirt on the couch during the pee incident. I washed it once normally (thinking detergent would be enough) but it still reeked; however, after a good spray of Icky-poo the smell was gone.A note for people sensitive to chemicals",cats
197,"The product works pretty well, I am half way into a month of use and still have found couple of ticks imbedded in the dogs It has given sime protection though because we live in a high tick count area. So far though no fleas!",dogs
198,"I got this as a gift for my parents who like to tote our two husky mixes around with them. I initially bought it for their sedan but little did we know we would need to make an unexpected new car purchase. So we found out it fits wonderfully in their new mid-size SUV. Since these dogs shed so much, my parents are happy to have the protection for the seat in the new car and the fit is snug and staying put. Surprisingly, both dogs love the material. One thinks she is a princess and the other is just absolutely afraid of everything. I lay the cover on the floor at home for them to get used to and they both plopped right on top of it and wouldn't move for a good few hours. I highly recommend this to any dog lover :)",dogs
199,"excellent item, you have to buy this product if you want to removes smells or pollution on you aquariumregards",fish aquatic pets
200,"Oh ya, excellent price, excellent performance. First ordered for my gf's 3 big cats, they love it. So ordered 1 more for my cats which stays at my parents, and they love it too. Standing and camping on top of the post everyday, now 2 home's sofa is permanently saved.",cats
201,"I bought this perch for my Eclectus parrots bedtime cage, and it only took her one night to get used to it. She looooves this thing,, we live in Mass and its been pretty cold this year,, buying another one for her daytime cage. An absolute must have..",birds
202,With cats it's hit or miss with a lot of items. This one was a hit. My cat loves to rub her face on the outside of the arch and she often claws at the mat. I've had this for five years now and it still looks like new. highly recommended.,cats
203,"The Dental Kong with a rope is a great toy for dogs who like to chase things and chew on them. And that includes most dogs. This toy sort of simulates say a small pray animal that dogs normally would chase. I throw it and my dog chases after it. When she gets it she shakes it around vigorously like a dog would do if it caught say a rabbit and then chews on it. The ropes are easily chewed threw by heavy chewers in a short period of time but the rope is made of cotton so there is no danger if the dog ingests small pieces of the rope. And the Kong Company sells replacement ropes with instructions for tying the special knots at each end for a nominal charge and they don't charge anything for shipping them. Don't be tempted to use replacement ropes made of anything but cotton, nylon or polypropylene for example from other sources, as this material will harm your dog if ingested.I would give this dog toy five stars if the ropes lasted longer but that is the only shortcoming in this terrific toy and I really don't see how the toy could have the appeal it does for my dog without the rope.",dogs
204,"I have only half a cat left thanks to this incredible deshedder! Of the umpteen cats I've had all my life, none have been longhairs because they're just not practical for the rural lifestyle we lead. But my latest rescue kitten grew into a longhaired beauty who requires regular brushing. Nothing I tried was significantly thinning out or shortening his multi-layered coat, and it was heartbreaking to watch him constantly trying to groom himself.Enter The FURminator. If I could sell cat hair, I'd be rich right now! Bushels of the stuff just kept coming off of him for as long as I kept combing. I could probably completely denude my hairy guy if I wanted to! I can't thank The FURminator enough for finally enabling my Puff to be as comfortable as a normal cat.",cats
205,"This toy is the greatest thing ever. I found that when my dog got bored with it, I had a blast with it myself. I found myself squeezing this thing hours on end. YOU HAVE TO BUY THIS!",dogs
206,"Although the pee doesn't leak through the pad, I still prefer having something under it so that the floor doesn't have to deal with potential discoloring. This fits the bill nicely.The size says, ""Medium"" but it's large enough to hold a Hartz Maximum Protection Training Pad in place with a little room to spare.What I'd like to see is another piece of plastic with holes (like a net) to put on top of the pad so that when my dog is walking on it, her paws won't get wet from the pee if she were to step on it, which does happen on occasion.",dogs
207,"My cat sheds a ton, and somehow this doesn't seem to pick much of anything up. I really trust the kong name so I was dissappointed in that aspect, but the soft pointy edges provide my cat a back scratch/massage she truly loves. Worth a buy for something that will make your cat happier, not worth it for brushing purposes.",cats
208,Cute sweatshirt well made but it is alittle small considering the size recommendations. My dog is not a thick dog by any means and she weighs 45 lb.s but the Large is a little small for her I would recommend getting the next size up,dogs
209,"We have two cats. Both are neutered males. One (four years old) is long haired and the other (three years) is short. Both are profuse shedders and the long-hair gives rise to numerous messy hairballs. Well, what're we gonna do? We're always cleaning up after them and have tried a variety of combs and small rakes. My wife saw a TV commercial about the Furminator and she just had to try it out of desperation. We purchased it at a local pet store, and it was way overpriced.This deshedding tool is just astonishingly effective. With the first use, it was almost hard to believe the amount of hair that this thing can remove from a cat! We almost filled a waste basket with cat hair from the two cats! We laughed and laughed at the sight. I still can't believe it! I've never seen anything so effective. Did the cats struggle? Not a bit. In fact they both seemed to enjoy it and they came back for stroke after stroke.Finding this Furminator was a stroke of good luck. Hopefully, the hairball problem will now be lessened and the amount of loose cat fur around the house will be greatly diminished. It was expensive, but well worth it!Gary Peterson",cats
210,"This is the only pet door that works and lasts. After purchasing 3 flap type units in 2 years, I have returned to using the solid door. My original one is 8 years new and continues working well. I would not purchase any other unit again.",cats
211,FEELINE GREENIE TREATS ARE GREAT. MY CAT JUST LOVES THEM AND I KNOW THEY ARE GOOD FOR HER ALSO.,cats
212,"The zipper helps add structure and keeps the boot in place on the paw. I've tried others and they constantly slip off or twist around on his leg. Yes, the seams rip quickly or wear through the bottom, but all others are the same - so you just need to keep them in stock.",dogs
